JobID,JobTitle,Company,LocationCity,LocationState,Latitude,Longitude,PrimarySkill,AdditionalSkills,ExperienceLevel,Salary,DatePosted,Remote
J0434,Cloud Architect,Netflix,Denver,CO,39.7392,-104.9903,AWS,"Machine Learning, Other",Entry,81000,2024-03-07,No
J0435,Frontend Developer,Amazon,San Francisco,CA,37.7749,-122.4194,Other,"SQL, Java",Mid,93000,2024-07-22,No
J0436,Site Reliability Engineer,StartupX,Boston,MA,42.3601,-71.0589,AWS,"SQL, Azure",Mid,98000,2024-07-28,Yes
J0437,Python Developer,Microsoft,Austin,TX,30.2672,-97.7431,Python,"SQL, Java",Entry,82000,2024-02-07,No
J0438,Support Engineer,CloudLabs,Denver,CO,39.7392,-104.9903,Other,SQL,Senior,101000,2024-06-25,Yes
J0439,DevOps Engineer,RetailCorp,New York,NY,40.7128,-74.006,AWS,"SQL, Java",Entry,92000,2024-08-09,No
J0440,Database Administrator,HealthAI,Seattle,WA,47.6062,-122.3321,SQL,Python,Mid,91000,2024-09-22,Yes
J0441,Cloud Architect,Microsoft,New York,NY,40.7128,-74.006,AWS,"Python, Java, Azure",Senior,128000,2024-06-14,No
J0442,DevOps Engineer,Apple,Denver,CO,39.7392,-104.9903,AWS,,Senior,135000,2024-05-25,No
J0443,Research Scientist,Meta,Raleigh,NC,35.7796,-78.6382,Machine Learning,"SQL, Other",Senior,168000,2024-10-09,Yes
J0444,DevOps Engineer,CloudLabs,San Francisco,CA,37.7749,-122.4194,AWS,Python,Entry,74000,2024-09-30,No
J0445,Automation Engineer,CloudLabs,New York,NY,40.7128,-74.006,Python,"AWS, Other",Entry,88000,2024-10-30,No
J0446,Java Developer,Microsoft,Raleigh,NC,35.7796,-78.6382,Java,"Machine Learning, SQL",Entry,80000,2024-06-21,No
J0447,Machine Learning Engineer,HealthAI,Mountain View,CA,37.3861,-122.0839,Machine Learning,SQL,Entry,85000,2024-02-11,Yes
J0448,Automation Engineer,IBM,Raleigh,NC,35.7796,-78.6382,Python,"SQL, AWS",Entry,80000,2024-04-17,No
J0449,Back-end Engineer,DataWorks,Raleigh,NC,35.7796,-78.6382,Python,"SQL, Java",Mid,110000,2024-01-16,No
J0450,Cloud Architect,CloudLabs,San Francisco,CA,37.7749,-122.4194,AWS,SQL,Mid,105000,2024-09-04,No
J0451,Support Engineer,IBM,Chicago,IL,41.8781,-87.6298,Other,"Machine Learning, Java, Azure",Entry,61000,2024-02-07,No
J0452,Cloud Engineer (AWS),Microsoft,Chicago,IL,41.8781,-87.6298,AWS,"Java, Azure",Mid,109000,2024-07-31,Yes
J0453,Support Engineer,Meta,Austin,TX,30.2672,-97.7431,Other,"SQL, Python",Entry,64000,2024-03-14,No
J0454,Backend Developer,Apple,Los Angeles,CA,34.0522,-118.2437,Java,"AWS, Other",Entry,77000,2024-06-25,No
J0455,Data Engineer,RetailCorp,Austin,TX,30.2672,-97.7431,Python,"AWS, Java",Mid,105000,2024-09-20,No
J0456,Java Developer,Apple,Redmond,WA,47.673988,-122.121513,Java,SQL,Mid,105000,2024-08-26,No
J0457,Azure DevOps Engineer,Netflix,Redmond,WA,47.673988,-122.121513,Azure,,Entry,73000,2024-03-13,Yes
J0458,Frontend Developer,IBM,Boston,MA,42.3601,-71.0589,Other,AWS,Senior,117000,2024-08-02,No
J0459,DevOps Engineer,HealthAI,Austin,TX,30.2672,-97.7431,AWS,"Machine Learning, Python, Java",Entry,78000,2024-10-22,No
J0460,Data Analyst,Meta,New York,NY,40.7128,-74.006,Python,"SQL, AWS",Senior,162000,2024-09-12,No
J0461,ML Ops Engineer,Netflix,San Francisco,CA,37.7749,-122.4194,Machine Learning,Azure,Senior,145000,2024-09-11,No
J0462,Machine Learning Engineer,Salesforce,Denver,CO,39.7392,-104.9903,Machine Learning,AWS,Mid,143000,2024-08-22,No
J0463,Data Scientist,DataWorks,Austin,TX,30.2672,-97.7431,Machine Learning,Other,Mid,142000,2024-01-25,No
J0464,Product Analyst,Netflix,Dallas,TX,32.7767,-96.797,Other,Python,Mid,83000,2024-08-28,Yes
J0465,Automation Engineer,Google,Seattle,WA,47.6062,-122.3321,Python,Other,Mid,101000,2024-08-08,No
J0466,Cloud Architect,FintechCo,Austin,TX,30.2672,-97.7431,AWS,"Java, Azure",Mid,98000,2024-07-25,No
J0467,Python Developer,Salesforce,Mountain View,CA,37.3861,-122.0839,Python,"SQL, Azure",Mid,120000,2024-10-18,No
J0468,Java Developer,Apple,Denver,CO,39.7392,-104.9903,Java,Python,Senior,140000,2024-05-27,Yes
J0469,BI Developer,StartupX,Chicago,IL,41.8781,-87.6298,SQL,"Azure, Other",Senior,133000,2024-10-08,Yes
J0470,Cloud Architect,CloudLabs,Dallas,TX,32.7767,-96.797,Azure,Python,Senior,133000,2024-03-01,Yes
J0471,Python Developer,Salesforce,Austin,TX,30.2672,-97.7431,Python,"AWS, Machine Learning",Senior,148000,2024-06-22,No
J0472,Data Analyst,RetailCorp,New York,NY,40.7128,-74.006,Python,"Machine Learning, Azure",Mid,114000,2024-04-11,No
J0473,Automation Engineer,Salesforce,Denver,CO,39.7392,-104.9903,Python,Java,Entry,80000,2024-01-21,No
J0474,Python Developer,Microsoft,Los Angeles,CA,34.0522,-118.2437,Python,"SQL, Azure",Entry,78000,2024-06-19,Yes
J0475,ML Ops Engineer,Microsoft,Dallas,TX,32.7767,-96.797,Machine Learning,SQL,Senior,167000,2024-09-20,No
J0476,Software Engineer,DeepVision,Dallas,TX,32.7767,-96.797,Java,SQL,Entry,72000,2024-06-12,No
J0477,Support Engineer,DataWorks,Los Angeles,CA,34.0522,-118.2437,Other,Java,Senior,118000,2024-06-02,No
J0478,Research Scientist,StartupX,Denver,CO,39.7392,-104.9903,Machine Learning,Java,Entry,92000,2024-09-29,Yes
J0479,Cloud Architect,Netflix,Mountain View,CA,37.3861,-122.0839,AWS,"SQL, Azure",Senior,143000,2024-07-07,No
J0480,Backend Developer,Amazon,Boston,MA,42.3601,-71.0589,Java,"SQL, Azure",Entry,67000,2024-10-25,No
J0481,Database Administrator,DataWorks,Chicago,IL,41.8781,-87.6298,SQL,"AWS, Java, Machine Learning",Entry,71000,2024-05-15,No
J0482,SQL Developer,FintechCo,Mountain View,CA,37.3861,-122.0839,SQL,Azure,Mid,82000,2024-10-25,Yes
J0483,Java Developer,StartupX,Raleigh,NC,35.7796,-78.6382,Java,Other,Entry,67000,2024-07-13,Yes
J0484,QA Engineer,Google,Dallas,TX,32.7767,-96.797,Other,Azure,Mid,93000,2024-02-26,No
J0485,Python Developer,Netflix,Austin,TX,30.2672,-97.7431,Python,AWS,Senior,133000,2024-08-02,No
J0486,Back-end Engineer,FintechCo,Redmond,WA,47.673988,-122.121513,Python,"SQL, Machine Learning",Mid,120000,2024-07-29,No
J0487,Support Engineer,HealthAI,Los Angeles,CA,34.0522,-118.2437,Other,"AWS, Java, Machine Learning",Mid,83000,2024-02-01,Yes
J0488,Data Engineer,StartupX,Redmond,WA,47.673988,-122.121513,Python,"AWS, Machine Learning",Mid,117000,2024-10-14,No
J0489,Backend Developer,Netflix,Denver,CO,39.7392,-104.9903,Java,Python,Entry,75000,2024-07-11,Yes
J0490,Data Engineer,Netflix,Denver,CO,39.7392,-104.9903,Python,Azure,Mid,107000,2024-06-24,Yes
J0491,Product Analyst,CloudLabs,Los Angeles,CA,34.0522,-118.2437,Other,"Python, Machine Learning",Mid,84000,2024-05-15,No
J0492,Back-end Engineer,Meta,Redmond,WA,47.673988,-122.121513,Python,"AWS, Machine Learning",Mid,106000,2024-05-22,Yes
J0493,Product Analyst,Meta,San Francisco,CA,37.7749,-122.4194,Other,"Python, Azure",Mid,87000,2024-05-27,No
J0494,QA Engineer,FintechCo,Los Angeles,CA,34.0522,-118.2437,Other,Java,Entry,63000,2024-09-07,No
J0495,BI Developer,Apple,Denver,CO,39.7392,-104.9903,SQL,"Machine Learning, Azure",Entry,75000,2024-05-20,No
J0496,Cloud Engineer (AWS),DataWorks,Raleigh,NC,35.7796,-78.6382,AWS,"Python, Azure",Mid,112000,2024-10-05,No
J0497,BI Developer,HealthAI,Austin,TX,30.2672,-97.7431,SQL,Java,Entry,59000,2024-03-15,Yes
J0498,Cloud Engineer (AWS),IBM,Los Angeles,CA,34.0522,-118.2437,AWS,"Python, Azure",Entry,76000,2024-02-10,Yes
J0499,Site Reliability Engineer,CloudLabs,San Francisco,CA,37.7749,-122.4194,AWS,Azure,Mid,112000,2024-09-02,Yes
J0500,Cloud Engineer (Azure),HealthAI,Denver,CO,39.7392,-104.9903,Azure,"SQL, Machine Learning",Senior,103000,2024-05-18,No
J0501,Data Analyst,Microsoft,Seattle,WA,47.6062,-122.3321,SQL,,Senior,125000,2024-10-27,No
J0502,Data Scientist,Google,Raleigh,NC,35.7796,-78.6382,Machine Learning,Other,Entry,105000,2024-09-28,No
J0503,Data Engineer,Google,Seattle,WA,47.6062,-122.3321,Python,Machine Learning,Entry,80000,2024-07-30,No
J0504,Back-end Engineer,Amazon,Raleigh,NC,35.7796,-78.6382,Python,Machine Learning,Entry,89000,2024-03-11,No
J0505,QA Engineer,Salesforce,Raleigh,NC,35.7796,-78.6382,Other,Python,Mid,94000,2024-08-31,No
J0506,SQL Developer,RetailCorp,San Francisco,CA,37.7749,-122.4194,SQL,"AWS, Java",Entry,69000,2024-06-13,Yes
J0507,Database Administrator,DeepVision,Seattle,WA,47.6062,-122.3321,SQL,,Mid,94000,2024-10-20,No
J0508,Frontend Developer,DeepVision,New York,NY,40.7128,-74.006,Other,Machine Learning,Entry,69000,2024-08-01,No
J0509,Frontend Developer,HealthAI,Boston,MA,42.3601,-71.0589,Other,Machine Learning,Entry,55000,2024-09-10,No
J0510,Product Analyst,DeepVision,Mountain View,CA,37.3861,-122.0839,Other,"AWS, Java",Senior,105000,2024-01-05,Yes
J0511,Frontend Developer,DeepVision,Austin,TX,30.2672,-97.7431,Other,Machine Learning,Mid,93000,2024-05-25,No
J0512,Cloud Architect,StartupX,Denver,CO,39.7392,-104.9903,Azure,Other,Mid,102000,2024-09-09,No
J0513,Automation Engineer,Netflix,San Francisco,CA,37.7749,-122.4194,Python,SQL,Entry,72000,2024-04-08,No
J0514,Product Analyst,Microsoft,Los Angeles,CA,34.0522,-118.2437,Other,"SQL, Java, Azure",Entry,60000,2024-08-22,Yes
J0515,Data Analyst,FintechCo,New York,NY,40.7128,-74.006,SQL,"Azure, Java, Other",Senior,145000,2024-01-08,No
J0516,Product Analyst,RetailCorp,San Francisco,CA,37.7749,-122.4194,Other,"Machine Learning, AWS, Java",Mid,72000,2024-10-17,No
J0517,QA Engineer,Microsoft,Dallas,TX,32.7767,-96.797,Other,"Python, Azure",Senior,107000,2024-07-26,Yes
J0518,Product Analyst,Amazon,Boston,MA,42.3601,-71.0589,Other,AWS,Senior,116000,2024-02-18,No
J0519,Data Scientist,Netflix,Austin,TX,30.2672,-97.7431,Machine Learning,Other,Entry,109000,2024-05-07,Yes
J0520,Data Analyst,Salesforce,Redmond,WA,47.673988,-122.121513,Python,"AWS, Machine Learning",Entry,71000,2024-08-16,No
J0521,Cloud Architect,IBM,Dallas,TX,32.7767,-96.797,AWS,SQL,Mid,109000,2024-10-20,No
J0522,Data Analyst,CloudLabs,Austin,TX,30.2672,-97.7431,Python,Machine Learning,Mid,109000,2024-04-30,Yes
J0523,Backend Developer,Amazon,Chicago,IL,41.8781,-87.6298,Java,Azure,Mid,102000,2024-06-06,No
J0524,Software Engineer,CloudLabs,Denver,CO,39.7392,-104.9903,Java,Machine Learning,Senior,117000,2024-06-08,No
J0525,Database Administrator,CloudLabs,San Francisco,CA,37.7749,-122.4194,SQL,"AWS, Other",Mid,90000,2024-07-07,Yes
J0526,SQL Developer,Meta,New York,NY,40.7128,-74.006,SQL,Machine Learning,Mid,87000,2024-09-01,No
J0527,Back-end Engineer,FintechCo,Dallas,TX,32.7767,-96.797,Python,AWS,Entry,84000,2024-07-10,Yes
J0528,Support Engineer,RetailCorp,Denver,CO,39.7392,-104.9903,Other,Machine Learning,Entry,60000,2024-04-21,Yes
J0529,Automation Engineer,HealthAI,Seattle,WA,47.6062,-122.3321,Python,SQL,Entry,68000,2024-09-26,No
J0530,Cloud Architect,Amazon,Dallas,TX,32.7767,-96.797,AWS,SQL,Mid,101000,2024-02-27,No
J0531,SQL Developer,DataWorks,Denver,CO,39.7392,-104.9903,SQL,Python,Entry,60000,2024-03-17,Yes
J0532,Product Analyst,HealthAI,Denver,CO,39.7392,-104.9903,Other,Java,Entry,61000,2024-08-14,Yes
J0533,DevOps Engineer,FintechCo,Dallas,TX,32.7767,-96.797,AWS,Machine Learning,Mid,89000,2024-09-07,No
J0534,BI Developer,RetailCorp,Mountain View,CA,37.3861,-122.0839,SQL,Other,Entry,78000,2024-08-20,No
J0535,Support Engineer,Netflix,Dallas,TX,32.7767,-96.797,Other,"SQL, Machine Learning",Mid,90000,2024-01-30,Yes
J0536,Software Engineer,CloudLabs,San Francisco,CA,37.7749,-122.4194,Java,"AWS, Other",Entry,75000,2024-01-12,Yes
J0537,Software Engineer,HealthAI,Mountain View,CA,37.3861,-122.0839,Java,"AWS, Python, Other",Entry,76000,2024-04-21,No
J0538,Frontend Developer,Google,Boston,MA,42.3601,-71.0589,Other,"SQL, Java",Entry,59000,2024-06-25,No
J0539,Machine Learning Engineer,StartupX,Mountain View,CA,37.3861,-122.0839,Machine Learning,"Java, Azure",Mid,128000,2024-02-05,No
J0540,Java Developer,IBM,Boston,MA,42.3601,-71.0589,Java,Azure,Entry,76000,2024-04-02,Yes
J0541,Support Engineer,Apple,Boston,MA,42.3601,-71.0589,Other,AWS,Entry,56000,2024-08-17,Yes
J0542,BI Developer,Amazon,Raleigh,NC,35.7796,-78.6382,SQL,AWS,Entry,62000,2024-10-03,No
J0543,Product Analyst,Amazon,New York,NY,40.7128,-74.006,Other,"Java, Azure",Senior,95000,2024-10-02,No
J0544,QA Engineer,FintechCo,Redmond,WA,47.673988,-122.121513,Other,Azure,Entry,58000,2024-01-02,No
J0545,Product Analyst,Netflix,Raleigh,NC,35.7796,-78.6382,Other,"Java, Azure",Mid,90000,2024-10-05,Yes
J0546,Site Reliability Engineer,HealthAI,Redmond,WA,47.673988,-122.121513,AWS,SQL,Mid,99000,2024-05-06,Yes
J0547,Data Analyst,Microsoft,San Francisco,CA,37.7749,-122.4194,SQL,"Python, Azure",Mid,101000,2024-04-06,No
J0548,Database Administrator,Google,Raleigh,NC,35.7796,-78.6382,SQL,"Java, Azure",Mid,84000,2024-08-02,No
J0549,Cloud Engineer (Azure),Meta,Redmond,WA,47.673988,-122.121513,Azure,SQL,Entry,70000,2024-02-04,No
J0550,Cloud Architect,Google,Chicago,IL,41.8781,-87.6298,Azure,Python,Mid,102000,2024-01-25,Yes
J0551,Python Developer,Salesforce,Chicago,IL,41.8781,-87.6298,Python,Java,Senior,141000,2024-04-29,No
J0552,SQL Developer,RetailCorp,Mountain View,CA,37.3861,-122.0839,SQL,"AWS, Python, Other",Senior,123000,2024-03-12,No
J0553,Software Engineer,Meta,Los Angeles,CA,34.0522,-118.2437,Java,"SQL, Other",Mid,85000,2024-10-21,No
J0554,Cloud Architect,Meta,San Francisco,CA,37.7749,-122.4194,AWS,Python,Senior,142000,2024-03-14,No
J0555,Automation Engineer,Meta,Boston,MA,42.3601,-71.0589,Python,"AWS, Machine Learning",Mid,109000,2024-06-02,No
J0556,Cloud Engineer (Azure),StartupX,Dallas,TX,32.7767,-96.797,Azure,"AWS, Python, Java",Mid,102000,2024-03-30,No
J0557,ML Ops Engineer,StartupX,Chicago,IL,41.8781,-87.6298,Machine Learning,Other,Entry,95000,2024-01-25,No
J0558,BI Developer,RetailCorp,Denver,CO,39.7392,-104.9903,SQL,"Python, Java, Other",Senior,126000,2024-06-12,No
J0559,Support Engineer,Salesforce,New York,NY,40.7128,-74.006,Other,Machine Learning,Senior,111000,2024-06-02,Yes
J0560,Data Engineer,RetailCorp,Denver,CO,39.7392,-104.9903,Python,Java,Entry,80000,2024-08-30,No
J0561,Java Developer,IBM,Los Angeles,CA,34.0522,-118.2437,Java,"AWS, Azure",Entry,68000,2024-03-14,No
J0562,Python Developer,StartupX,Boston,MA,42.3601,-71.0589,Python,"AWS, Java, Azure",Entry,89000,2024-08-01,Yes
J0563,DevOps Engineer,Salesforce,Redmond,WA,47.673988,-122.121513,AWS,Other,Senior,152000,2024-05-10,Yes
J0564,Product Analyst,CloudLabs,Seattle,WA,47.6062,-122.3321,Other,"Machine Learning, Java",Senior,121000,2024-08-18,Yes
J0565,Database Administrator,StartupX,Los Angeles,CA,34.0522,-118.2437,SQL,Azure,Mid,85000,2024-04-07,No
J0566,Product Analyst,Salesforce,Raleigh,NC,35.7796,-78.6382,Other,SQL,Mid,86000,2024-01-21,No
J0567,DevOps Engineer,RetailCorp,Dallas,TX,32.7767,-96.797,AWS,SQL,Entry,67000,2024-10-13,No
J0568,Support Engineer,Meta,Austin,TX,30.2672,-97.7431,Other,SQL,Mid,81000,2024-06-04,No
J0569,Data Engineer,DeepVision,Redmond,WA,47.673988,-122.121513,Python,"AWS, Machine Learning",Mid,109000,2024-03-01,No
J0570,Software Engineer,DeepVision,Redmond,WA,47.673988,-122.121513,Java,"SQL, Azure",Entry,68000,2024-04-14,No
J0571,SQL Developer,StartupX,Austin,TX,30.2672,-97.7431,SQL,"AWS, Python",Mid,101000,2024-05-24,Yes
J0572,Software Engineer,StartupX,Raleigh,NC,35.7796,-78.6382,Java,"AWS, Python",Senior,146000,2024-07-02,Yes
J0573,Data Analyst,Apple,Denver,CO,39.7392,-104.9903,Python,"AWS, Azure",Senior,149000,2024-09-11,No
J0574,Cloud Engineer (AWS),RetailCorp,Los Angeles,CA,34.0522,-118.2437,AWS,Python,Entry,78000,2024-08-28,No
J0575,QA Engineer,Apple,Austin,TX,30.2672,-97.7431,Other,Azure,Mid,90000,2024-07-30,No
J0576,Automation Engineer,HealthAI,Redmond,WA,47.673988,-122.121513,Python,Azure,Entry,88000,2024-03-15,No
J0577,Product Analyst,StartupX,Dallas,TX,32.7767,-96.797,Other,"AWS, Java, Machine Learning",Entry,63000,2024-10-23,No
J0578,Back-end Engineer,IBM,New York,NY,40.7128,-74.006,Python,AWS,Mid,113000,2024-04-10,No
J0579,SQL Developer,Salesforce,Dallas,TX,32.7767,-96.797,SQL,Other,Mid,98000,2024-05-05,No
J0580,Automation Engineer,CloudLabs,Raleigh,NC,35.7796,-78.6382,Python,"SQL, AWS",Entry,83000,2024-06-21,No
J0581,Azure DevOps Engineer,FintechCo,Raleigh,NC,35.7796,-78.6382,Azure,"SQL, Other",Mid,93000,2024-09-08,No
J0582,DevOps Engineer,FintechCo,Austin,TX,30.2672,-97.7431,AWS,Other,Mid,107000,2024-03-27,No
J0583,BI Developer,Microsoft,Denver,CO,39.7392,-104.9903,SQL,"AWS, Azure",Mid,102000,2024-01-31,No
J0584,Frontend Developer,HealthAI,Seattle,WA,47.6062,-122.3321,Other,Python,Mid,91000,2024-01-25,No
J0585,Support Engineer,Microsoft,Raleigh,NC,35.7796,-78.6382,Other,SQL,Senior,107000,2024-04-28,Yes
J0586,Cloud Architect,Microsoft,Mountain View,CA,37.3861,-122.0839,Azure,"SQL, Machine Learning",Mid,109000,2024-04-21,Yes
J0587,Support Engineer,Apple,Mountain View,CA,37.3861,-122.0839,Other,"SQL, Python, Java",Mid,95000,2024-09-04,No
J0588,ML Ops Engineer,Google,Mountain View,CA,37.3861,-122.0839,Machine Learning,Azure,Entry,94000,2024-09-29,Yes
J0589,Support Engineer,Google,Mountain View,CA,37.3861,-122.0839,Other,"Java, Azure",Mid,76000,2024-09-28,Yes
J0590,Data Analyst,StartupX,San Francisco,CA,37.7749,-122.4194,Python,"AWS, Java, Other",Mid,117000,2024-01-09,No
J0591,Site Reliability Engineer,RetailCorp,New York,NY,40.7128,-74.006,AWS,Python,Senior,157000,2024-02-24,No
J0592,DevOps Engineer,Meta,Redmond,WA,47.673988,-122.121513,AWS,"Python, Java",Senior,115000,2024-09-26,No
J0593,Product Analyst,IBM,Boston,MA,42.3601,-71.0589,Other,SQL,Senior,100000,2024-02-10,No
J0594,Support Engineer,Netflix,Dallas,TX,32.7767,-96.797,Other,"AWS, Python, Azure",Entry,55000,2024-05-04,No
J0595,DevOps Engineer,IBM,Raleigh,NC,35.7796,-78.6382,AWS,"Machine Learning, Other",Mid,107000,2024-02-11,No
J0596,Python Developer,Amazon,Boston,MA,42.3601,-71.0589,Python,"Java, Other",Entry,81000,2024-07-13,No
J0597,Cloud Architect,Netflix,Mountain View,CA,37.3861,-122.0839,Azure,"SQL, Java, Other",Entry,55000,2024-01-05,No
J0598,QA Engineer,Amazon,Chicago,IL,41.8781,-87.6298,Other,"Python, Azure",Entry,59000,2024-08-10,Yes
J0599,Data Analyst,DataWorks,Seattle,WA,47.6062,-122.3321,Python,Machine Learning,Senior,135000,2024-09-27,No
J0600,Data Engineer,Meta,Los Angeles,CA,34.0522,-118.2437,Python,"AWS, Azure",Entry,71000,2024-10-17,Yes
J0601,Data Analyst,Google,Seattle,WA,47.6062,-122.3321,SQL,"AWS, Python, Java",Entry,75000,2024-05-23,No
J0602,Cloud Engineer (AWS),Microsoft,Austin,TX,30.2672,-97.7431,AWS,SQL,Mid,98000,2024-01-09,No
J0603,QA Engineer,RetailCorp,Los Angeles,CA,34.0522,-118.2437,Other,Python,Entry,64000,2024-07-22,No
J0604,Research Scientist,Microsoft,Dallas,TX,32.7767,-96.797,Machine Learning,"Python, Java",Entry,79000,2024-05-03,No
J0605,Back-end Engineer,CloudLabs,Denver,CO,39.7392,-104.9903,Python,AWS,Mid,106000,2024-06-18,Yes
J0606,Data Scientist,RetailCorp,Los Angeles,CA,34.0522,-118.2437,Machine Learning,"Python, Azure",Mid,117000,2024-02-10,No
J0607,Backend Developer,Apple,Mountain View,CA,37.3861,-122.0839,Java,"SQL, Machine Learning",Mid,98000,2024-02-20,No
J0608,Cloud Engineer (Azure),HealthAI,Seattle,WA,47.6062,-122.3321,Azure,"Python, Java",Mid,101000,2024-06-23,No
J0609,BI Developer,RetailCorp,Austin,TX,30.2672,-97.7431,SQL,"AWS, Java",Entry,70000,2024-01-16,No
J0610,Product Analyst,RetailCorp,Chicago,IL,41.8781,-87.6298,Other,Java,Mid,73000,2024-09-08,No
J0611,Software Engineer,StartupX,Boston,MA,42.3601,-71.0589,Java,Azure,Entry,67000,2024-08-09,No
J0612,Automation Engineer,CloudLabs,Boston,MA,42.3601,-71.0589,Python,"Machine Learning, Other",Mid,104000,2024-02-13,No
J0613,Data Analyst,RetailCorp,Redmond,WA,47.673988,-122.121513,Python,Java,Entry,77000,2024-02-07,No
J0614,Data Analyst,Microsoft,Boston,MA,42.3601,-71.0589,SQL,"AWS, Azure",Entry,76000,2024-03-19,No
J0615,Site Reliability Engineer,Apple,Austin,TX,30.2672,-97.7431,AWS,,Entry,75000,2024-02-24,No
J0616,Frontend Developer,IBM,Chicago,IL,41.8781,-87.6298,Other,"Python, Machine Learning",Senior,107000,2024-07-03,No
J0617,Python Developer,Microsoft,Seattle,WA,47.6062,-122.3321,Python,SQL,Entry,80000,2024-04-05,No
J0618,ML Ops Engineer,StartupX,Denver,CO,39.7392,-104.9903,Machine Learning,SQL,Entry,89000,2024-09-19,Yes
J0619,Java Developer,Google,Seattle,WA,47.6062,-122.3321,Java,"Python, Machine Learning, Other",Mid,94000,2024-06-30,No
J0620,Python Developer,DataWorks,Dallas,TX,32.7767,-96.797,Python,"AWS, Other",Entry,83000,2024-06-15,No
J0621,Frontend Developer,IBM,Boston,MA,42.3601,-71.0589,Other,Machine Learning,Senior,125000,2024-07-17,No
J0622,Cloud Architect,DeepVision,Denver,CO,39.7392,-104.9903,Azure,"AWS, Python, Java",Entry,72000,2024-05-04,Yes
J0623,DevOps Engineer,CloudLabs,Boston,MA,42.3601,-71.0589,AWS,Python,Senior,122000,2024-03-27,No
J0624,Data Analyst,IBM,San Francisco,CA,37.7749,-122.4194,Python,Other,Mid,110000,2024-09-09,No
J0625,Frontend Developer,Microsoft,Boston,MA,42.3601,-71.0589,Other,"AWS, Azure",Entry,56000,2024-05-21,No
J0626,Data Analyst,Netflix,Seattle,WA,47.6062,-122.3321,SQL,"Java, Machine Learning",Entry,73000,2024-07-03,No
J0627,SQL Developer,FintechCo,Raleigh,NC,35.7796,-78.6382,SQL,"Machine Learning, Other",Mid,101000,2024-09-10,No
J0628,QA Engineer,Netflix,Seattle,WA,47.6062,-122.3321,Other,"SQL, Java",Senior,100000,2024-03-10,No
J0629,Python Developer,Salesforce,Austin,TX,30.2672,-97.7431,Python,Java,Entry,68000,2024-07-13,No
J0630,Support Engineer,Apple,Boston,MA,42.3601,-71.0589,Other,Azure,Mid,83000,2024-10-31,No
J0631,Data Analyst,Apple,Dallas,TX,32.7767,-96.797,SQL,"Java, Other",Senior,120000,2024-04-12,No
J0632,Product Analyst,Microsoft,Boston,MA,42.3601,-71.0589,Other,"AWS, Python",Senior,117000,2024-06-12,No
J0633,Back-end Engineer,DataWorks,Redmond,WA,47.673988,-122.121513,Python,"SQL, AWS",Entry,84000,2024-06-15,No
J0634,Data Analyst,HealthAI,Boston,MA,42.3601,-71.0589,SQL,Java,Entry,72000,2024-07-05,No
J0635,QA Engineer,DataWorks,Denver,CO,39.7392,-104.9903,Other,"Machine Learning, Azure",Senior,108000,2024-04-02,No
J0636,Database Administrator,FintechCo,Chicago,IL,41.8781,-87.6298,SQL,Azure,Entry,74000,2024-04-17,No
J0637,Data Analyst,HealthAI,Los Angeles,CA,34.0522,-118.2437,SQL,"AWS, Java",Entry,67000,2024-02-05,No
J0638,ML Ops Engineer,Microsoft,Raleigh,NC,35.7796,-78.6382,Machine Learning,Java,Mid,130000,2024-06-04,No
J0639,Azure DevOps Engineer,CloudLabs,New York,NY,40.7128,-74.006,Azure,"AWS, Other",Mid,100000,2024-08-04,No
J0640,Frontend Developer,Netflix,Dallas,TX,32.7767,-96.797,Other,"AWS, Java",Entry,56000,2024-09-02,No
J0641,Site Reliability Engineer,StartupX,Denver,CO,39.7392,-104.9903,AWS,"Python, Azure",Mid,104000,2024-08-02,Yes
J0642,Cloud Engineer (AWS),RetailCorp,Austin,TX,30.2672,-97.7431,AWS,"SQL, Azure, Other",Mid,114000,2024-10-01,Yes
J0643,Frontend Developer,Amazon,Redmond,WA,47.673988,-122.121513,Other,Python,Mid,86000,2024-06-30,No
J0644,Database Administrator,DataWorks,Raleigh,NC,35.7796,-78.6382,SQL,"Machine Learning, Other",Entry,66000,2024-07-23,No
J0645,BI Developer,Amazon,Mountain View,CA,37.3861,-122.0839,SQL,Azure,Entry,61000,2024-02-20,Yes
J0646,Cloud Engineer (Azure),StartupX,Los Angeles,CA,34.0522,-118.2437,Azure,"AWS, Other",Entry,83000,2024-09-22,No
J0647,QA Engineer,Netflix,Austin,TX,30.2672,-97.7431,Other,"Java, Azure",Senior,102000,2024-07-19,Yes
J0648,Data Scientist,Apple,Mountain View,CA,37.3861,-122.0839,Machine Learning,,Entry,117000,2024-09-04,Yes
J0649,Product Analyst,Salesforce,Seattle,WA,47.6062,-122.3321,Other,"SQL, Java, Azure",Entry,69000,2024-02-29,No
J0650,Java Developer,Apple,San Francisco,CA,37.7749,-122.4194,Java,Azure,Entry,76000,2024-06-24,No
J0651,Data Scientist,StartupX,Chicago,IL,41.8781,-87.6298,Machine Learning,Other,Senior,155000,2024-06-27,Yes
J0652,Database Administrator,Netflix,Los Angeles,CA,34.0522,-118.2437,SQL,"Python, Other",Entry,77000,2024-08-19,No
J0653,Java Developer,IBM,Mountain View,CA,37.3861,-122.0839,Java,Machine Learning,Senior,125000,2024-02-28,Yes
